idx,x,y,ok,reason,timestamp
1004,0.433125,0.938125,0,valid_frames=0<3,1775116231.6586316
1007,0.5259375,0.938125,0,valid_frames=0<3,1775116241.5678885
1038,0.5259375,0.9690625,0,valid_frames=0<3,1775116251.407595
1041,0.433125,0.9690625,0,valid_frames=0<3,1775116261.461584
1042,0.4021875,0.9690625,0,valid_frames=0<3,1775116271.292581
1044,0.3403125,0.9690625,0,valid_frames=2<3,1775116281.1187937
1070,0.433125,1.0,0,valid_frames=0<3,1775116291.0467925
480,0.556875,0.443125,0,valid_frames=0<3,1775116918.8917623
483,0.6496875,0.443125,0,valid_frames=0<3,1775116929.0302293
510,0.5259375,0.4740625,0,valid_frames=0<3,1775116939.1836243
938,0.433125,0.87625,0,valid_frames=0<3,1775116950.3253508
941,0.5259375,0.87625,0,valid_frames=0<3,1775116961.6042466
942,0.556875,0.87625,0,valid_frames=0<3,1775116973.1684818
971,0.556875,0.9071875,0,valid_frames=0<3,1775116984.4241743
972,0.5259375,0.9071875,0,valid_frames=0<3,1775116995.9413555
975,0.433125,0.9071875,0,valid_frames=0<3,1775117007.8890243
1004,0.433125,0.938125,0,valid_frames=0<3,1775117020.5894258
1007,0.5259375,0.938125,0,valid_frames=0<3,1775117031.839933
1038,0.5259375,0.9690625,0,valid_frames=0<3,1775117043.7977083
1041,0.433125,0.9690625,0,valid_frames=0<3,1775117053.9002073
1042,0.4021875,0.9690625,0,valid_frames=0<3,1775117063.6859853
1044,0.3403125,0.9690625,0,valid_frames=1<3,1775117073.627242
1070,0.433125,1.0,0,valid_frames=0<3,1775117083.4539244
